geohash,non_acclat,non_acclong,UJAHR,UMONAT,UWOCHENTAG,hour
u1qfr4z,52.443124271144015,9.810301394493626,2017,3,7,5
u1qfh5q,52.40152586885766,9.67681257991062,2019,4,3,19
u1qczgw,52.358820134898586,9.84203646717154,2017,6,7,18
u1qfp71,52.40011386883665,9.812904107552741,2018,1,7,11
u1qcwm5,52.32371475235589,9.772108040137363,2018,2,2,1
u1qfphn,52.405094222718816,9.808634073145965,2018,5,3,1
u1qcwp1,52.334294775981284,9.757306060739326,2017,1,3,18
u1r18w6,52.33062072307129,9.869058502330951,2019,5,1,11
u1r18mt,52.32569074130425,9.86254955907625,2017,8,2,17
u1r40py,52.42590631289119,9.85300833976036,2018,5,3,16
u1qcgdq,52.351768394926005,9.654307299379704,2017,5,3,3
u1qcxnc,52.332086094560154,9.801293315594688,2017,6,6,21
u1qfh42,52.396312742934086,9.668720800321294,2018,4,4,6
u1qcyg6,52.357260420432674,9.792792409560345,2018,6,2,20
u1r1bhk,52.363314583684456,9.850016402385439,2018,10,7,16
u1qcutm,52.36773092814199,9.697797973952783,2019,4,3,11
u1qfr45,52.438561781528485,9.80399266512629,2019,3,4,2
u1qcwqr,52.32963734306039,9.777736785991738,2017,2,1,10
u1qfh7x,52.40257679150676,9.688889953049909,2018,6,6,22
u1qfq6q,52.43997899068164,9.776068997859415,2019,5,6,4
u1qcz02,52.34049755439036,9.799968134776872,2017,10,3,6
u1qcwve,52.325502327350364,9.794250651698784,2018,1,1,15
u1qcvmb,52.37140045614054,9.724179338641108,2017,11,5,4
u1qcgsm,52.36245269065136,9.65331717465622,2019,2,2,7
u1qfp7u,52.40468493291729,9.816991714354717,2017,5,2,1
u1r40w5,52.41704622255458,9.870375446545971,2017,1,5,16
u1qfn76,52.40133835784546,9.769598507705739,2018,7,3,8
u1r1br0,52.3780416988312,9.855863588487209,2019,5,2,13
u1qcwtc,52.327845852951754,9.779994955184494,2018,4,2,7
u1qcxe1,52.31169289311802,9.824455698208867,2017,4,3,12
u1qcyhq,52.36242224012499,9.764960774084495,2018,11,1,8
u1r40yw,52.418729565573045,9.885670703584617,2017,3,4,18
u1qfpbn,52.384095687897094,9.841935559792205,2017,9,4,1
u1qf5ch,52.38943874414243,9.662683010787145,2018,11,3,17
u1qfjcp,52.38945150040611,9.754632547406038,2018,1,7,8
u1qfht4,52.411435453205506,9.693737798281925,2019,1,5,13
u1qcyu9,52.36433781784122,9.791470798565454,2018,3,7,7
u1qfjn1,52.41625213023896,9.714023473389638,2019,5,3,12
u1qcvvn,52.36739991891509,9.754404565618131,2017,8,2,20
u1qczds,52.35395894155285,9.827690334667897,2018,4,5,21
u1qcxqu,52.33307588955867,9.816707073356923,2017,3,1,6
u1r40r9,52.42412016929844,9.857289359688187,2019,5,7,17
u1qcvqr,52.373446583124284,9.732595960437427,2019,2,5,17
u1qf5mk,52.41239036488904,9.641335201155519,2018,8,2,5
u1qcvsy,52.36581304894342,9.743245146175996,2017,12,7,8
u1qcxv0,52.323144317909026,9.833146317185228,2018,1,3,8
u1qcvvy,52.37170708600267,9.753991123238269,2017,7,2,2
u1qfnf3,52.3964398897972,9.7909062802022,2019,1,6,10
u1qfp8g,52.38718594577592,9.826544259383654,2018,11,6,9
u1qcxtn,52.322435127310634,9.830846731126224,2017,12,3,10
u1qcvgd,52.35925298359405,9.748065595509177,2017,8,1,10
u1qfnz9,52.425104034269346,9.790942133716166,2019,2,7,15
u1r1b7d,52.35931125524005,9.857500287163168,2017,6,5,18
u1qf5t3,52.41168257912762,9.647675081462177,2019,5,7,21
u1qf4ut,52.40848185044019,9.620574083868556,2017,3,6,23
u1qcggy,52.360376080177886,9.66548112084483,2019,2,1,18
u1qfnkf,52.40956291296162,9.770710216282936,2019,2,7,0
u1qczkf,52.36569999301717,9.81367947575311,2017,1,5,22
u1qfpwe,52.41969501568426,9.826738708448207,2018,7,4,12
u1qcuu2,52.36340679564936,9.701757049267849,2017,9,3,10
u1qcyeg,52.35980785281192,9.783178929583036,2017,9,7,9
u1qfjxx,52.42475438362293,9.743878921523036,2018,4,3,19
u1qfpw1,52.41707495060219,9.823961826916658,2017,2,2,22
u1qfjwm,52.41808563421338,9.741047998230915,2018,11,2,2
u1qcvht,52.36436161753095,9.718917492263019,2017,3,2,16
u1qfn02,52.38516312914341,9.756939807619707,2018,4,7,13
u1qf5g5,52.400047793024214,9.661142611884667,2019,1,4,19
u1qfpyc,52.42050873634035,9.834221846910847,2017,9,1,14
u1qcxe6,52.313528339099,9.825753020450026,2018,12,1,12
u1qfj2m,52.38527539810299,9.729988482861438,2018,5,3,3
u1qf5uy,52.40899823551971,9.665228109954386,2018,3,5,14
u1qf789,52.43006833447829,9.64861177959656,2019,3,5,22
u1qczfc,52.35512035436532,9.834618453643824,2017,11,6,1
u1qcsq6,52.32955233404051,9.682724321616124,2017,10,2,23
u1qfhz7,52.42394765185354,9.705164121522804,2019,1,7,4
u1qfpjn,52.41078270300853,9.808281850929758,2018,10,7,18
u1qcsjt,52.32629367860046,9.675007691448787,2017,2,6,0
u1qcsxp,52.3339200225197,9.699699166023235,2019,3,3,6
u1qcxgu,52.31681490700828,9.839108236916227,2017,11,3,3
u1qcxeb,52.31601039070659,9.82183730686657,2017,3,5,13
u1qcztt,52.36928544032467,9.828874647741161,2017,9,5,6
u1qfpd6,52.396067808360854,9.824640810512268,2019,4,1,23
u1qcvt2,52.36819105507467,9.73402441577113,2018,6,6,2
u1r40nv,52.42028842239121,9.850905986477022,2018,8,2,17
u1qfjs3,52.407352637365975,9.735356952299396,2017,7,3,20
u1qczwv,52.37665726894033,9.828895540303074,2018,11,1,1
u1qcxsd,52.32070543296093,9.824882691127883,2018,4,7,6
u1r40vq,52.412412190954086,9.885332571605122,2017,4,4,20
u1qcvgx,52.359092168221636,9.755302142888,2017,4,1,10
u1qcvwq,52.373721959403525,9.742462548706056,2018,9,2,12
u1qfp4j,52.39420961399321,9.807156835569858,2019,2,4,20
u1qfpvz,52.41516784104488,9.843702148424875,2017,6,4,13
u1r40e7,52.401284722749665,9.870369749429347,2017,10,5,18
u1qfq99,52.43538411946249,9.779668150471524,2017,9,5,21
u1qfn58,52.40319347672106,9.756464583212027,2017,12,1,10
u1qcz3n,52.34569716550718,9.820000970680379,2019,4,1,10
u1r18zg,52.338177744855564,9.88211640533882,2017,11,1,14
u1qcuyb,52.37658579357303,9.702079113391893,2017,12,6,1
u1qfn14,52.38940779814439,9.758914065653846,2017,4,4,7
u1qcuqj,52.372762088071646,9.686200573805479,2017,3,6,5
u1qfp2z,52.387219643832644,9.821197031385553,2017,3,3,19
u1qcu7n,52.35593354202114,9.687293457800042,2017,12,2,14
u1qfhzz,52.42635981166299,9.7118329454851,2017,8,3,2
u1r40vu,52.41526006157535,9.883563059872015,2017,7,6,6
u1r1bq6,52.37441073040864,9.858475107679176,2018,8,1,5
u1qfj1t,52.39203913903555,9.720083647698065,2017,6,4,4
u1qfj9q,52.39099273855819,9.742865244571338,2018,1,1,20
u1qcxsm,52.318544322848055,9.829301342085593,2017,8,5,23
u1qcug2,52.35716603418523,9.70093920463612,2018,12,1,17
u1qfjyy,52.41999422960898,9.753131904110575,2018,7,1,19
u1qcyyv,52.376035095122596,9.796077500725534,2018,7,2,7
u1qfner,52.400900713379244,9.787892867133905,2019,2,1,8
u1qczjg,52.370668136819646,9.804863076665299,2017,5,7,16
u1qfpmk,52.41243225831944,9.817120065208364,2018,4,4,6
u1r185r,52.31324193852972,9.854718208513864,2017,11,3,17
u1qfq7y,52.448072636167744,9.775746201811476,2018,10,4,1
u1qfhwc,52.42039560894199,9.692216557811355,2018,9,7,10
u1qfhhv,52.40936638479508,9.67569768986828,2017,4,7,1
u1qfn4s,52.39690823992649,9.761680971604612,2018,5,5,9
u1r4005,52.38324480814511,9.8485218292484,2017,1,2,2
u1r1bqb,52.376788280954095,9.855104223033711,2019,1,4,13
u1r1bqe,52.37520951119528,9.859716195781932,2018,4,1,15
u1qcwp0,52.33398099927016,9.757167950953495,2017,5,4,6
u1qf5qz,52.42032401900677,9.64495902303643,2017,4,4,10
u1qcycn,52.345353572619004,9.797758928504962,2019,3,6,16
u1qcz9n,52.345648129528364,9.830524217337153,2017,9,1,12
u1r40wb,52.42090154096161,9.866443883750977,2019,2,3,0
u1qf73j,52.4327682765481,9.642136639964404,2018,5,4,15
u1qfn6x,52.3977033814445,9.777541725441722,2017,6,1,18
u1qcufg,52.35498764844916,9.706330193086169,2018,8,3,19
u1qcsnz,52.332641231556245,9.67790231151909,2017,5,3,15
u1qfnyu,52.42017127015203,9.795188756675554,2019,3,5,15
u1qcxgh,52.31206173108574,9.839603334475743,2018,12,6,19
u1r1b6e,52.35305590355413,9.859795523606627,2017,9,4,6
u1qfh23,52.385429431772764,9.681150214201729,2018,8,3,12
u1qfpet,52.40209486858951,9.8292199225828,2017,11,4,10
u1qf4fb,52.3990170097506,9.61400780699213,2017,9,3,1
u1qfng3,52.401786553181026,9.790842917943523,2019,2,3,18
u1qf4g7,52.4017959518531,9.618282633095514,2018,8,5,18
u1qfne1,52.40052511608326,9.780480287346915,2018,11,6,23
u1qcvv7,52.368828040784166,9.749038190692723,2018,6,3,9
u1r40wy,52.42048630435357,9.874836902938119,2018,12,7,2
u1qfpm5,52.41059590937002,9.815155659158545,2018,2,3,23
u1qcxq2,52.33029315508594,9.811673452554924,2017,10,5,6
u1r18n7,52.329666436745065,9.848277404496736,2017,11,6,10
u1r1b2f,52.3432839887003,9.858696018131003,2018,9,5,4
u1qcybu,52.34310340936237,9.794965473883446,2017,3,1,10
u1qcyc6,52.34652774470125,9.79261346524311,2018,1,5,18
u1r1cjc,52.37115071796827,9.889515242406857,2017,9,3,17
u1qcykm,52.36250788190962,9.773982903446164,2017,1,2,12
u1qcu69,52.353913807086116,9.68124243886569,2017,7,6,22
u1qcytx,52.36958063346662,9.788343458310386,2018,1,5,13
u1qfhmw,52.413307436517954,9.687221531258615,2017,10,3,0
u1r40h0,52.405265563506774,9.843850183404255,2017,9,2,13
u1qczft,52.352649730724906,9.839894734967077,2018,6,1,4
u1qcged,52.35889005358373,9.649649296981808,2019,3,2,15
u1qfj24,52.38304145515346,9.72677895235588,2017,5,1,16
u1qfhux,52.40867983105713,9.711594882045684,2017,7,7,19
u1qcy8h,52.339993104162915,9.784144686510455,2017,11,6,1
u1qcz7y,52.36071370290687,9.81914658383558,2017,5,4,20
u1qfhs5,52.404898327116776,9.694663048671245,2018,8,3,20
u1qfj6b,52.398792327684966,9.723902696808178,2017,1,3,17
u1qfpxs,52.424621619330516,9.828249718751543,2018,6,7,22
u1qcvpd,52.38109427609494,9.71559934628864,2019,5,2,6
u1qcxwn,52.32907089928776,9.830815533187252,2018,12,7,1
u1r40h0,52.405970599144936,9.844759901300941,2018,1,6,1
u1qcwn8,52.33139399549567,9.756117267877773,2017,2,1,21
u1qfr0h,52.42795121964843,9.806486574958662,2017,9,1,14
u1qfn14,52.38917643774277,9.758624920021521,2018,9,3,3
u1qcszn,52.33447842943134,9.709507296808475,2018,7,1,3
u1qcyxu,52.38205470873611,9.784371406004164,2017,9,4,21
u1qcu6c,52.354161630316014,9.681684111964096,2019,5,2,2
u1qfjsg,52.41008051901668,9.739269377988578,2017,3,2,11
u1qfhpx,52.42528837522177,9.678068898164064,2018,6,7,15
u1qcxnz,52.3325903987605,9.810612954183009,2017,8,4,23
u1qcvzq,52.37882097608695,9.753898510817667,2017,9,5,12
u1r40sb,52.40962808361846,9.866785055557159,2017,8,6,17
u1qcxjg,52.32765989742589,9.804854149400594,2018,3,5,1
u1qcwvu,52.32755681160774,9.79501912027947,2017,6,3,8
u1r18pp,52.33391525589183,9.854637398554653,2018,5,5,8
u1qcz1z,52.349711469872304,9.810392673937418,2018,8,4,14
u1qfjer,52.40135107914303,9.743974716014304,2018,8,7,18
u1r4080,52.38286755567829,9.866518775794491,2018,1,2,17
u1qcxqg,52.33302641553548,9.815483630200822,2018,7,5,4
u1qcu9w,52.34770866674913,9.698751367945823,2017,9,2,0
u1qcsxc,52.33756402311736,9.692253611410383,2018,5,3,4
u1qfn2f,52.387831315487865,9.770652441207655,2018,3,6,23
u1qfn6c,52.39865144297731,9.768502441873569,2017,10,3,3
u1qcud8,52.352932521263384,9.691027342116099,2017,4,1,5
u1qcwvn,52.32275339605322,9.797564706322428,2018,1,4,19
u1qcvg1,52.355683815027426,9.747330584992538,2017,6,6,5
u1qczw8,52.3750663229152,9.821848653137108,2017,1,3,6
u1qcuwd,52.375306635558836,9.693467921863208,2017,4,1,8
u1qcvz0,52.377365952319344,9.745883016713748,2018,8,5,18
u1qfj18,52.39152797241344,9.712461145261887,2017,7,3,22
u1qfr1g,52.436557270971434,9.804986296126064,2017,8,4,21
u1qfpfs,52.39702124988189,9.839206918605658,2018,7,6,17
u1qcsrh,52.3346624892265,9.684978880807337,2018,6,3,20
u1qcyub,52.36580955256343,9.78971905333131,2018,8,3,16
u1qfndy,52.39857010345082,9.787074149577078,2018,1,2,16
u1qcgzc,52.3814654923419,9.658474323646914,2018,5,3,22
u1qcgf7,52.35182782014983,9.661359746573812,2019,4,5,21
u1qctp4,52.33380047567471,9.715039499848325,2018,8,7,7
u1qcvqj,52.372078986103936,9.730920764914641,2017,8,1,20
u1qfpv7,52.412915173779886,9.837322481688776,2019,1,2,21
u1qctzc,52.33790498057699,9.74657281437008,2019,5,4,2
u1qcubj,52.33897127319225,9.70807382900935,2018,5,7,3
u1qcvsk,52.36335998764617,9.73945505419962,2019,4,6,20
u1qfjmb,52.41469096120131,9.723615579780866,2017,12,1,5
u1qctxv,52.33847407846005,9.741524779958931,2017,4,5,7
u1qcg7f,52.360445776335716,9.63833083806061,2017,4,5,17
u1qfn87,52.3843271685186,9.782581194845967,2018,4,7,17
u1qcz7y,52.360343826436655,9.820119881649408,2019,2,6,9
u1qf78u,52.43202762170822,9.652611591487778,2018,5,4,9
u1qcyn1,52.372252085280365,9.758553389883307,2019,4,2,1
u1qcysx,52.36450147795896,9.7888136162034,2017,10,2,9
u1qcsxq,52.33492819434079,9.699393537073172,2018,6,7,19
u1qfpvt,52.41352797268574,9.840428860872484,2018,6,6,23
u1qfhck,52.390624799990974,9.70659669427517,2017,8,5,20
u1r1b1q,52.346906627201925,9.85260607427106,2018,2,6,17
u1r40bu,52.38715916491265,9.88226233759623,2017,2,5,2
u1qcvvh,52.36657424434199,9.75071597138675,2017,8,3,6
u1r1bnj,52.37235199484278,9.851724981706573,2019,1,6,4
u1qcxrt,52.33638114005062,9.818143193268968,2018,9,7,22
u1qcym1,52.36648805945219,9.769574823347458,2017,2,2,3
u1qfjbx,52.38558106346174,9.755028702312403,2017,7,3,17
u1qfnt1,52.41050351543903,9.780253903139952,2018,12,7,7
u1qfne1,52.39956373719478,9.780172764240882,2017,9,5,1
u1qcve7,52.357120520257034,9.739259510552433,2018,2,4,17
u1qfn6t,52.396923125965166,9.77429782635719,2019,1,4,7
u1qcgfd,52.353403433966804,9.660374451298432,2018,5,5,11
u1r18m0,52.322648735451295,9.854852937291104,2018,8,6,13
u1qf4yv,52.41998016928496,9.62103845054478,2017,5,5,5
u1qfr0u,52.43113263914763,9.805358141031965,2018,3,4,18
u1r1bz7,52.37919339874442,9.881071035726064,2017,5,3,10
u1r18rt,52.33736370811216,9.862427100524886,2017,1,4,0
u1qcu2p,52.33935258816302,9.688821397378364,2018,12,4,18
u1qcudw,52.35357940222342,9.699329907849036,2018,4,4,23
u1qcvd1,52.350631991313584,9.735989351722786,2017,3,6,11
u1qcuhp,52.36150283514511,9.677627293082763,2019,2,1,16
u1qfh6c,52.39914795575172,9.680450598541459,2017,9,7,11
u1qcvzt,52.38122754840003,9.752384453059491,2018,4,3,5
u1qczk4,52.362183804274025,9.813826598798238,2018,8,4,19
u1qcxmf,52.32698499160818,9.813707591247093,2018,11,1,0
u1qfh2y,52.38816559050842,9.687355205209554,2017,8,3,3
u1qfq2f,52.4313221853317,9.77077710821501,2017,5,1,1
u1qfhf4,52.3944609426306,9.704016688381758,2018,5,1,22
u1qcz3d,52.34840801431621,9.814087359001626,2018,2,1,11
u1r1bhe,52.36423440370528,9.849163315297918,2017,8,4,12
u1qcxen,52.31217261579874,9.831019078534453,2018,1,2,8
u1qfhq3,52.418432086741795,9.68131402313369,2017,9,3,22
u1qfr79,52.44626432718077,9.813430140146478,2019,5,4,5
u1qcxgt,52.31489517124014,9.840791417450314,2017,10,4,10
u1qcvbm,52.34096362041155,9.752573972010639,2017,11,5,9
u1qfnkr,52.40745314823915,9.776875401337502,2017,6,2,2
u1qfng8,52.40210926323897,9.788942604971224,2017,1,1,23
u1qf548,52.39698682041352,9.62434066152386,2018,3,6,3
u1qfnfs,52.39760881119017,9.794755792984473,2019,5,1,12
u1qfq23,52.428763416518656,9.769290577047856,2017,3,7,7
u1r1bqw,52.375672292117486,9.863791937100965,2019,5,5,5
u1qcvvw,52.36987914085709,9.754152004277406,2019,3,1,12
u1qcy5b,52.35978773175497,9.756214224324193,2018,3,5,13
u1r40qg,52.420763626515466,9.858937607391349,2018,10,6,14
u1qfjgc,52.40428437063273,9.746411688414769,2018,8,7,9
u1qcu6k,52.352147082622686,9.685417827801844,2019,2,2,12
u1qfjw5,52.41615162462764,9.739231082494646,2017,10,7,14
u1r1c5u,52.35988789471405,9.894344462461056,2017,2,2,2
u1qcz8t,52.34275003718486,9.829978958000298,2017,6,1,21
u1qcyvj,52.36722491379333,9.796809982091588,2017,6,6,3
u1qcxjr,52.32428979375554,9.810773826010719,2018,1,2,15
u1qcgyu,52.37689631148502,9.663483921140301,2018,2,6,15
u1qczwx,52.37591392187128,9.832390939058907,2018,2,4,1
u1qcvs3,52.36258365843652,9.735618188915211,2017,12,7,18
u1r18jf,52.3267327833582,9.847298370257475,2018,1,4,22
u1qfr04,52.4277126790518,9.803309820171835,2017,8,5,20
u1qcufv,52.35457354629538,9.708599184337723,2018,7,3,17
u1qfncf,52.393326552270295,9.79242625901041,2019,5,6,16
u1qczb6,52.341213105623176,9.836394930290423,2017,8,4,17
u1qfhn3,52.41790965057073,9.670564383863129,2018,12,2,14
u1r40sr,52.4061718372485,9.875744305886133,2017,12,6,7
u1qf5et,52.402072054045995,9.653312716714492,2017,5,6,1
u1qfqfr,52.43975523856547,9.799360740315226,2019,1,4,21
u1qcuq4,52.37233187669612,9.682166177293176,2019,2,7,1
u1qcv3v,52.34976188462407,9.730867362572566,2019,2,6,16
u1qcy2c,52.34432564373669,9.768998849735631,2017,6,7,21
u1qfp50,52.40038335032781,9.800204339416524,2018,9,3,17
u1qcsmz,52.327058279473874,9.689386229203759,2017,10,2,8
u1qcvf2,52.351917732238206,9.745870597042604,2017,11,5,21
u1r4171,52.40013018245148,9.900360029464332,2018,7,3,6
u1r404g,52.39849795855323,9.848168007380915,2019,4,5,16
u1qcxun,52.317528036955636,9.841238110993922,2018,8,7,2
u1qfhws,52.41904669287273,9.695830492999123,2017,1,5,3
u1r1b3c,52.349591780014784,9.856860168214181,2017,4,7,13
u1r40gb,52.40476529305467,9.87690869828463,2019,1,5,3
u1qcguy,52.36592282593505,9.666179613776963,2018,2,4,5
u1qcz43,52.35149991772349,9.801519474840989,2017,6,3,15
u1qf78z,52.43151338764792,9.65677725704643,2017,2,3,9
u1qfqcg,52.437686220896445,9.793568499691203,2019,3,6,16
u1qcyrx,52.38024314805583,9.77651119398045,2018,2,7,16
u1qfh1p,52.388682077421244,9.678101666727631,2017,10,6,4
u1qfjkg,52.40949413580814,9.727801315865817,2017,2,5,1
u1qcuyj,52.3727075350013,9.708971915886899,2017,6,3,11
u1qfptk,52.41258334557578,9.828013183914466,2017,10,1,11
u1qfp5t,52.402937946503286,9.807114583007053,2018,6,5,14
u1qf5jq,52.41224755916565,9.633369360131411,2018,6,7,18
u1qfh9s,52.391917472726824,9.696546767582582,2018,4,6,3
u1qfhbe,52.38606345641905,9.705491263447021,2019,4,3,20
u1qfj36,52.39100741832675,9.72689984732678,2017,4,1,8
u1qczhv,52.36545142795608,9.806794507325556,2018,8,7,3
u1qcuy4,52.372880801465975,9.704170713077215,2017,11,2,11
u1qfjtd,52.41399449846093,9.737658876680808,2017,2,2,11
u1qfpgd,52.40307788932032,9.836118013394103,2018,8,1,0
u1qcv75,52.35565592911245,9.7281963811824,2019,5,5,20
u1qfjny,52.42126018398084,9.72139301982202,2018,5,5,1
u1r18hk,52.31919899550407,9.849997359215587,2017,7,7,5
u1qcvn4,52.373046299252934,9.714981522902113,2018,12,2,20
u1qcxsb,52.321935723492224,9.822493887570868,2017,11,4,4
u1qcz9d,52.34748760542635,9.824812559068317,2017,8,4,19
u1qczrj,52.37843187312795,9.8188600091113,2017,12,1,3
u1qfjpc,52.42592147144321,9.7144220548051,2018,1,2,4
u1qcxu6,52.31946664274668,9.835726313153048,2017,9,5,1
u1qf5en,52.40020689621968,9.654781516105645,2019,3,1,14
u1qfj70,52.400246903949615,9.723018529921113,2017,8,2,20
u1qfp4p,52.39454434088736,9.810125737032909,2017,11,5,23
u1qcwr5,52.334083971906885,9.77223528573563,2017,9,1,3
u1qfhbg,52.38809916250466,9.706052314618477,2017,6,5,13
u1qcx7g,52.315582819783685,9.815728097623332,2017,1,6,2
u1qfpf2,52.39629527815604,9.833115390046004,2018,12,4,1
u1r40z5,52.42202788374877,9.8811622146665,2017,10,4,16
u1qcskr,52.319160667803594,9.688696420991253,2018,4,7,20
u1qfq4p,52.43784792516188,9.765619913977153,2018,5,4,11
u1qcz1r,52.34650055925519,9.810179844152373,2019,5,4,19
u1qfh7u,52.40352378121374,9.685215985811144,2017,4,6,22
u1qfqdu,52.44218597279733,9.784409558079988,2018,4,4,1
u1qcyxn,52.37860239908723,9.786988938065237,2019,5,5,11
u1qfhb2,52.38454246120818,9.701720174472804,2017,12,3,4
u1qfpu0,52.40561702921121,9.833092283792807,2017,2,4,18
u1qcstx,52.32574258789699,9.700899548792268,2017,1,2,12
u1qfhve,52.413482333912256,9.706239114949291,2018,12,5,17
u1r1bnv,52.37730491547543,9.851951575860637,2017,5,6,15
u1qczvq,52.36780161414813,9.842236228677013,2017,7,4,18
u1qczdu,52.35494791912847,9.827952642382032,2018,12,2,8
u1qf5yz,52.42084666742487,9.6674573467939,2017,7,4,4
u1qcxec,52.31580751412346,9.824030754257471,2018,4,2,2
u1qfn18,52.39165522714478,9.757099837778949,2017,7,4,18
u1qfhm2,52.412700626077566,9.679639480984495,2018,1,7,21
u1qfqd2,52.44003997935527,9.778463148628225,2019,3,3,8
u1r40cj,52.38882489968002,9.883771128759694,2018,1,1,8
u1r1bmg,52.37098568369713,9.859498184498813,2018,9,7,22
u1qcsvq,52.32474106138346,9.709669375221695,2017,12,3,9
u1qcv7z,52.36037025323308,9.732793734834502,2017,4,4,8
u1qfnvh,52.41121658165104,9.795193174733367,2018,1,4,14
u1qcxt1,52.32272869152197,9.824153865944332,2017,1,1,11
u1r4170,52.399806287693316,9.899578963554292,2018,7,6,14
u1qcsyk,52.330563807104156,9.707647758373133,2018,2,5,20
u1qcv4t,52.353705245523045,9.719366239301932,2017,5,2,19
u1qcvf7,52.351457818180684,9.750358890414683,2019,5,6,2
u1r1bp3,52.37992918238973,9.846220188680643,2017,6,7,11
u1r181v,52.30543284759739,9.851114745753284,2019,3,7,16
u1qcwqx,52.33167394541346,9.77647954958199,2019,3,1,21
u1r40tp,52.411499094502,9.87660167515609,2018,3,6,4
u1r1bgd,52.358117833395006,9.880597047692099,2017,8,4,0
u1qfp8c,52.387508580216036,9.823645108683806,2017,12,1,18
u1qfqkk,52.451409088096945,9.773397419170754,2017,2,5,21
u1qcv9w,52.347769052240594,9.742382914380245,2017,8,5,16
u1qcz5q,52.356865722177,9.80926496368345,2019,4,6,6
u1qfhpf,52.42614873354445,9.671739236307028,2018,1,2,3
u1qfh62,52.39634901722475,9.679710275901545,2018,10,6,18
u1qcye8,52.35895572640183,9.778620732724015,2019,4,5,12
u1qcwve,52.32579287283086,9.79376657116687,2018,8,1,22
u1qfjz5,52.42242955485772,9.749615881577736,2018,5,2,4
u1qfq61,52.43810220934256,9.768751132792945,2018,1,5,17
u1qfj3n,52.38863421479236,9.731974881916733,2019,3,4,1
u1r1bsx,52.3647719935761,9.87638522762319,2018,8,2,0
u1qfhtw,52.413888973649314,9.699006675117133,2019,1,3,16
u1qcyzf,52.38238280272696,9.791985702022398,2019,2,5,8
u1qcvt9,52.36988588164032,9.735380448347756,2018,5,4,22
u1qcuxu,52.38197229456435,9.696235184985762,2019,4,3,17
u1qf5ph,52.4212808124216,9.630135440126375,2017,9,7,23
u1qcz1x,52.347477928512006,9.80982197756952,2018,8,4,11
u1qfnn6,52.41828809185223,9.758721751075596,2019,1,3,16
u1r1btt,52.369231361836384,9.873609713226612,2017,2,6,11
u1qcvcr,52.34617318471858,9.75527602179965,2017,9,1,6
u1qfj76,52.40103831277859,9.725918561568,2018,12,6,16
u1qcwv9,52.32583237982348,9.790937152497854,2018,9,6,18
u1qcgfg,52.35470340729508,9.661794409160823,2017,2,2,13
u1qcge2,52.356758445065054,9.646978652837264,2017,6,1,5
u1qcy70,52.35625437096816,9.76808576420778,2018,9,1,4
u1r40h9,52.408782093703906,9.845576590126448,2018,9,6,2
u1qfh1d,52.391831750873,9.67182354085366,2017,7,1,5
u1qfn29,52.38650156981681,9.769353181455449,2017,12,5,6
u1qfjmr,52.412244258201945,9.733168529568568,2017,11,7,9
u1qfqff,52.442344849248464,9.792333052610264,2017,9,3,20
u1qfnfc,52.3982674891029,9.791232681349625,2018,12,7,7
u1qf5b5,52.383807666052675,9.661175535627805,2019,3,3,8
u1qcyw7,52.37366588654549,9.782471674603253,2017,5,7,8
u1qcyd7,52.351792662713635,9.782130104556488,2019,2,7,10
u1qcuk6,52.3629593149003,9.68195446654646,2017,6,5,6
u1qfqcg,52.437458552839516,9.793489114564162,2019,3,5,20
u1qctz0,52.334726796247175,9.745223305960419,2018,3,5,3
u1qcvcu,52.349613951290976,9.751054867464257,2019,3,1,5
u1qfr3z,52.43644114443816,9.821521562962587,2017,6,7,18
u1r18xb,52.337638637963494,9.866614693034435,2019,3,5,15
u1r1bn8,52.37534722025971,9.844338721469674,2019,2,4,2
u1qcgym,52.37382963824589,9.66417340713893,2017,8,2,3
u1qcu5v,52.36054062024518,9.675374582302275,2017,2,7,6
u1r1bbc,52.344284050361544,9.878674103192319,2018,12,2,19
u1qcv7x,52.35871836689761,9.732950695848341,2018,7,6,6
u1qfhbs,52.386864439527244,9.707515495681001,2019,4,7,8
u1qfr5f,52.448307571187506,9.803541813009685,2018,8,7,6
u1qfh9j,52.38936215762491,9.696977476133677,2017,4,6,19
u1qfjvs,52.413189253618626,9.75166936332345,2018,4,4,22
u1qcxvf,52.32748071974881,9.835685003670958,2017,7,7,3
u1qcy4w,52.35263865124774,9.765243016222655,2018,5,6,13
u1qczzv,52.38242158466245,9.839682569020976,2018,5,1,2
u1qcuq1,52.3719792438023,9.681651290128647,2018,8,5,0
u1qfnpj,52.42142032500895,9.763455390583568,2017,5,6,12
u1qctvz,52.326654835015006,9.755426892867302,2017,3,2,5
u1qczvz,52.37118985638747,9.842842479649278,2018,8,7,17
u1qf5wf,52.42039102058988,9.64940270415914,2018,12,6,8
u1qcze4,52.356025409214396,9.825734223891855,2017,2,6,19
u1qfq6r,52.44044297463432,9.77753345124136,2018,8,2,13
u1r1bey,52.36015922729771,9.874609720691202,2017,12,3,12
u1qcgs5,52.36133119399676,9.65031317259736,2019,1,6,10
u1qcvqs,52.37504110107353,9.729737114133034,2017,12,2,6
u1qfj7c,52.404081929817984,9.724745510721291,2019,1,4,13
u1qcv9z,52.349803883526114,9.744057921735969,2019,5,4,2
u1qcyge,52.35845980727023,9.793264845281938,2019,3,6,2
