geohash7,nonacc_lat,nonacc_long,UJAHR,UMONAT,UWOCHENTAG,hour,geohash,cluster_id
u1qcxnd,52.331086129977606,9.803030597547359,2018,10,4,9,u1qcxn,837.0
u1qfhx2,52.42360097250217,9.690939472032564,2019,1,4,10,u1qfhx,1479.0
u1qfh4f,52.39852064128956,9.671296947133927,2019,5,6,19,u1qfh4,1340.0
u1qfh96,52.390447943941524,9.693828784922509,2017,4,7,20,u1qfh9,1373.0
u1qczg5,52.3563445971057,9.837181589327262,2018,9,7,4,u1qczg,1144.0
u1qcu5e,52.35835251109793,9.67219228978262,2017,12,7,6,u1qcu5,105.0
u1qcxw1,52.328338358025476,9.82321901244303,2019,4,7,1,u1qcxw,861.0
u1qfhxr,52.42336211625972,9.700263143304351,2018,7,1,1,u1qfhx,1454.0
u1qcsw6,52.329788630144755,9.694042325603284,2017,2,3,22,u1qcsw,34.0
u1qcv1b,52.34918970841013,9.712069744257796,2017,10,4,19,u1qcv1,360.0
u1qczjy,52.37173209308823,9.808089049046528,2017,7,3,23,u1qczj,1150.0
u1qcu4y,52.354919172971954,9.676276412769402,2017,5,6,21,u1qcu4,115.0
u1qfq9s,52.43516289410314,9.784588335973543,2019,5,6,15,u1qfq9,-1.0
u1qfnsq,52.40695097989333,9.787362848172735,2017,9,5,21,u1qfns,1949.0
u1qfpm0,52.41037558566752,9.811803390646908,2018,12,5,23,u1qfpm,2109.0
u1qf5fj,52.39481176117483,9.665053125960913,2017,8,1,1,u1qf5f,-1.0
u1qcy1k,52.34654399841717,9.76241465486268,2018,1,4,22,u1qcy1,755.0
u1qcyqf,52.37652206364274,9.770418500786283,2018,6,6,13,u1qcyq,1036.0
u1qctzp,52.33385073267802,9.754672103818317,2017,4,1,11,u1qctz,746.0
u1qfpg2,52.40172437892787,9.832857032780721,2018,7,1,7,u1qfpg,2081.0
u1qcsxz,52.33761509567285,9.700865310820738,2019,5,4,9,u1qcsx,50.0
u1qcwhg,52.32106475442164,9.760992698111432,2019,4,3,20,u1qcwh,-1.0
u1r1btp,52.36762299028261,9.876256264027381,2019,5,2,9,u1r1bt,-1.0
u1qcyj8,52.3694842480074,9.756433577162278,2017,9,7,2,u1qcyj,165.0
u1qfp6r,52.39646763831411,9.821159374803953,2018,3,5,3,u1qfp6,2054.0
u1qcg7u,52.3597845201425,9.64081830895298,2017,11,4,5,u1qcg7,-1.0
u1qfhcj,52.38879794927281,9.708896782566171,2017,6,1,13,u1qfhc,1383.0
u1qcvjy,52.371225544613544,9.7204487506021,2019,5,4,12,u1qcvj,165.0
u1qfh11,52.38857467128481,9.669725067280773,2017,2,7,1,u1qfh1,1215.0
u1qcuc9,52.34827080436101,9.703336295416488,2018,8,1,3,u1qcuc,142.0
u1qcssf,52.32181242502911,9.693412071776573,2019,1,1,16,u1qcss,33.0
u1qf58q,52.38462855475809,9.654398641331332,2017,9,6,15,u1qf58,-1.0
u1qfhd3,52.3959830914596,9.691318868565354,2019,1,1,8,u1qfhd,1373.0
u1qcgcz,52.34862225191946,9.667746320938788,2017,12,5,2,u1qcgc,87.0
u1qcwz6,52.33475697859587,9.7925471920396,2018,3,5,4,u1qcwz,807.0
u1qcwqz,52.33221417767054,9.776593363356293,2017,1,2,7,u1qcwq,756.0
u1qcv5r,52.35717061198394,9.722395455731316,2018,3,6,2,u1qcv5,165.0
u1qfqcd,52.43508212256342,9.792707372048122,2018,10,6,16,u1qfqc,2188.0
u1qfj3s,52.392312018961526,9.728761477757653,2017,4,5,18,u1qfj3,165.0
u1qfpxw,52.424526341031545,9.83052192027844,2019,3,6,23,u1qfpx,2143.0
u1r1b6h,52.35066554575261,9.860844546955617,2019,3,5,22,u1r1b6,-1.0
u1qcwpr,52.33590601202295,9.765896685626496,2018,5,2,9,u1qcwp,745.0
u1qf4f3,52.39573568044011,9.614649097178717,2017,7,6,12,u1qf4f,-1.0
u1qfqe9,52.447219806091496,9.779990698010304,2018,7,2,17,u1qfqe,-1.0
u1qfqg8,52.446536727304604,9.789559167653255,2019,3,4,3,u1qfqg,-1.0
u1qcz4v,52.354091838946715,9.80799005496333,2017,5,4,10,u1qcz4,-1.0
u1qcufs,52.35387663286333,9.707704055193398,2019,5,7,19,u1qcuf,161.0
u1qcunm,52.37379327018946,9.675666144547934,2019,4,5,14,u1qcun,182.0
u1qfh6s,52.397066089650544,9.68517540913852,2019,1,7,19,u1qfh6,1344.0
u1qfhuv,52.40918221071053,9.708923977028876,2018,4,1,7,u1qfhu,165.0
u1qcy5f,52.36073394452772,9.759756347167311,2018,12,5,2,u1qcy5,165.0
u1qfp0s,52.38582503021984,9.80548485195733,2017,6,5,9,u1qfp0,1174.0
u1qfh9x,52.39136305531677,9.700468659914842,2018,3,1,17,u1qfh9,1373.0
u1qcxyr,52.32963611163714,9.843049281969837,2018,11,3,1,u1qcxy,2218.0
u1qfnz3,52.42319828425947,9.791410637140519,2017,7,5,19,u1qfnz,1992.0
u1qcvxv,52.3817338099313,9.742113281213564,2017,4,4,11,u1qcvx,165.0
u1qcwrp,52.33379285334262,9.776501337794857,2019,4,4,7,u1qcwr,756.0
u1qcv0b,52.343784710592296,9.713212555536806,2018,12,4,11,u1qcv0,57.0
u1qcvcz,52.349846889766596,9.754997363169077,2018,6,4,10,u1qcvc,165.0
u1qfp51,52.40022014541047,9.801710219721448,2017,4,3,14,u1qfp5,2035.0
u1qcu3t,52.34793771049321,9.687010750973633,2019,1,4,15,u1qcu3,103.0
u1qcsju,52.32699988156169,9.674369909992578,2018,8,6,9,u1qcsj,-1.0
u1qcsmh,52.32330724507249,9.68475467461368,2017,6,3,2,u1qcsm,23.0
u1qcuru,52.381467604523685,9.684773704476312,2019,5,1,4,u1qcur,204.0
u1qcwjc,52.32702533404008,9.757299658869632,2017,12,7,0,u1qcwj,-1.0
u1r18ms,52.325994672229264,9.861235934061273,2017,11,6,14,u1r18m,2217.0
u1r40e7,52.40160573016739,9.87051669844216,2017,1,6,15,u1r40e,2302.0
u1qfjh1,52.40565588806856,9.713425355306622,2018,6,1,22,u1qfjh,165.0
u1qcu9e,52.347178933652785,9.694081349018822,2018,12,4,3,u1qcu9,140.0
u1qcv5g,52.36026273389762,9.7168452431031,2017,9,2,6,u1qcv5,165.0
u1qczh3,52.36342577557951,9.801630578519253,2019,2,4,18,u1qczh,-1.0
u1r1bwq,52.373301408203744,9.87477776749732,2017,5,5,22,u1r1bw,2265.0
u1qcvyq,52.37359693100365,9.754456336008374,2017,7,4,15,u1qcvy,165.0
u1qfn3k,52.3908800914783,9.773114407729036,2019,3,6,20,u1qfn3,-1.0
u1qczdy,52.35512551886301,9.830974073974698,2018,2,4,6,u1qczd,1128.0
u1qcyuh,52.36196437014082,9.794747110181452,2019,5,6,7,u1qcyu,-1.0
u1qfjnz,52.42069561004518,9.722659038774623,2017,9,1,17,u1qfjn,1747.0
u1r40ej,52.39985307808211,9.872650026563957,2017,1,2,7,u1r40e,2302.0
u1qfph8,52.40834026886514,9.800611564976164,2018,4,4,5,u1qfph,1919.0
u1qcze6,52.35684750462728,9.825207238159237,2018,12,1,21,u1qcze,1134.0
u1qczq0,52.37281145004019,9.811304520824113,2017,12,4,15,u1qczq,1150.0
u1r1bjs,52.37000135617165,9.850514329509963,2018,12,5,15,u1r1bj,2237.0
u1qcykr,52.3627417178951,9.777091003870797,2019,2,3,12,u1qcyk,1046.0
u1qfjy4,52.41586237337871,9.74826671447011,2018,2,4,3,u1qfjy,1799.0
u1qfnxt,52.4249673773089,9.785628462282302,2018,1,2,20,u1qfnx,1988.0
u1qcydv,52.35404767781965,9.784813569032769,2018,7,5,12,u1qcyd,955.0
u1qcwmd,52.32588426195782,9.770164031124057,2018,11,7,7,u1qcwm,741.0
u1qczwp,52.372833707151344,9.832254009081923,2018,4,5,18,u1qczw,-1.0
u1qfk80,52.42689183016266,9.690130709610939,2018,12,6,16,u1qfk8,1442.0
u1qfhft,52.396902801317644,9.708941590754199,2017,12,6,13,u1qfhf,-1.0
u1qf788,52.4308487247657,9.64629829491574,2018,3,7,11,u1qf78,-1.0
u1qczs2,52.36332863496589,9.822805863483387,2017,8,7,6,u1qczs,1128.0
u1r1bjr,52.368242846994974,9.854570266912424,2017,12,1,23,u1r1bj,2237.0
u1r41k0,52.405629022078095,9.900035401579936,2017,5,1,3,u1r41k,2340.0
u1qfjm9,52.413946049919545,9.725218435819675,2019,5,1,21,u1qfjm,-1.0
u1r407q,52.40168164997856,9.864299148736636,2017,2,4,19,u1r407,2302.0
u1qcypy,52.38187100536272,9.764989101654034,2017,9,1,2,u1qcyp,1033.0
u1qf5c7,52.39034905809354,9.661467898501897,2018,10,1,9,u1qf5c,1215.0
u1qfpk6,52.407274403087605,9.814484489077588,2017,4,1,5,u1qfpk,2113.0
u1qcz04,52.33916616614359,9.802568177853649,2018,8,5,13,u1qcz0,842.0
u1r40yz,52.420657858444244,9.886370192994416,2018,1,6,2,u1r40y,-1.0
u1r1bx7,52.37965556118991,9.870799728455985,2018,9,7,7,u1r1bx,-1.0
u1qfqdg,52.442440713137636,9.78268293068298,2019,4,7,16,u1qfqd,-1.0
u1qfpnc,52.420561490889796,9.802172790963224,2017,7,4,18,u1qfpn,2119.0
u1qfj1f,52.39274554194401,9.715367329314386,2017,8,7,5,u1qfj1,1522.0
u1r1b6m,52.35247264158376,9.861938231356504,2018,7,4,5,u1r1b6,-1.0
u1qfh06,52.38422110191268,9.670836569746436,2018,8,7,5,u1qfh0,198.0
u1qfjmn,52.41108414185497,9.731652353306043,2017,8,5,15,u1qfjm,1740.0
u1qcz7m,52.357307877405816,9.817922366986895,2017,9,6,16,u1qcz7,1106.0
u1qcygv,52.359957166346156,9.79575521360797,2018,10,3,18,u1qcyg,956.0
u1qfhur,52.407151319778045,9.711293116714696,2017,9,7,18,u1qfhu,165.0
u1qfnth,52.410365208114264,9.784679213045381,2018,4,3,22,u1qfnt,1956.0
u1qcv28,52.342534992827005,9.723186232750622,2018,10,7,17,u1qcv2,57.0
u1qfhdr,52.395588779834135,9.700574178339917,2018,8,4,18,u1qfhd,1403.0
u1qfq8k,52.42877287439239,9.783709242674957,2017,11,4,16,u1qfq8,2181.0
u1qfhsx,52.40814948325836,9.700263005381878,2018,11,7,0,u1qfhs,165.0
u1qcwz6,52.33532060555454,9.792379820254665,2017,11,5,19,u1qcwz,807.0
u1qcxdq,52.308086494767075,9.831059505088604,2017,6,2,6,u1qcxd,813.0
u1qfpky,52.410271809589815,9.819523594597241,2018,10,2,19,u1qfpk,2113.0
u1qcwyw,52.33155890776568,9.797290533187207,2017,11,2,9,u1qcwy,805.0
u1qfjq3,52.417678206953276,9.724690015961324,2017,12,3,17,u1qfjq,1745.0
u1qcvrv,52.38159194997444,9.731048156420195,2018,6,6,9,u1qcvr,165.0
u1r18z2,52.33584398000555,9.876900030043997,2018,5,6,16,u1r18z,-1.0
u1qfpcy,52.393112888908526,9.841904555098724,2017,5,7,21,u1qfpc,2091.0
u1r1bqp,52.37283901067035,9.865420118547007,2018,10,3,10,u1r1bq,2244.0
u1qcwzd,52.33678237492019,9.792855539035873,2018,5,5,2,u1qcwz,807.0
u1r1bwj,52.372964304784595,9.872848428870238,2018,8,3,4,u1r1bw,2265.0
u1qfnye,52.419856537984934,9.793109484810556,2017,5,3,20,u1qfny,1992.0
u1qfptq,52.41233309561184,9.830803400542461,2018,3,7,11,u1qfpt,2131.0
u1qfq99,52.43524725509017,9.780263093529284,2019,1,3,18,u1qfq9,-1.0
u1qfhgu,52.40428443389676,9.707545510209918,2017,6,4,5,u1qfhg,1411.0
u1qcwqq,52.330029116508186,9.775892939920109,2018,2,4,15,u1qcwq,756.0
u1qcvrr,52.378693494684846,9.73305617465924,2018,6,6,16,u1qcvr,165.0
u1qcvr0,52.378485129137786,9.723618410629992,2017,2,7,7,u1qcvr,165.0
u1qcyrt,52.380172350616846,9.774124336205562,2017,10,2,5,u1qcyr,-1.0
u1r40sz,52.40962248690101,9.875904662741926,2018,9,5,10,u1r40s,-1.0
u1qcuy7,52.373373525501634,9.70581803796007,2017,10,7,19,u1qcuy,165.0
u1qcv93,52.345988350779855,9.736511640120547,2017,8,2,17,u1qcv9,357.0
u1qcyu7,52.3635480072396,9.792976472315184,2017,1,6,23,u1qcyu,-1.0
u1qcv73,52.3572413499189,9.724301046862939,2018,10,2,12,u1qcv7,165.0
u1r40ck,52.390033033792065,9.883155153562164,2018,8,2,4,u1r40c,-1.0
u1qcgcz,52.34937671584823,9.667907064438998,2017,9,2,12,u1qcgc,87.0
u1r18t9,52.325245496751535,9.868252992477725,2017,9,7,17,u1r18t,2216.0
u1qfnfz,52.398178818719714,9.799425329247763,2018,12,1,19,u1qfnf,2035.0
u1qcgu5,52.36101026933503,9.66224366590334,2018,9,5,6,u1qcgu,-1.0
u1qcvsg,52.3662901698811,9.738440529682798,2017,3,2,18,u1qcvs,165.0
u1r405s,52.40234881064181,9.850479732081443,2018,4,5,12,u1r405,-1.0
u1qcun2,52.37397388705327,9.669009626257845,2017,7,3,16,u1qcun,192.0
u1r40tu,52.414571126219336,9.872448447795747,2017,12,4,18,u1r40t,-1.0
u1r1b1s,52.34776899521015,9.849515465941627,2018,7,2,22,u1r1b1,-1.0
u1qfhpt,52.42444434088215,9.674937551221817,2017,11,5,12,u1qfhp,-1.0
u1qcxhs,52.31995915501234,9.805736752385751,2018,8,4,3,u1qcxh,817.0
u1qcvkm,52.363003192094666,9.730998877442644,2018,1,5,0,u1qcvk,486.0
u1r18ks,52.31987499855792,9.861193286663923,2017,10,6,11,u1r18k,-1.0
u1qcypd,52.3808737506882,9.75892098993293,2017,2,2,17,u1qcyp,165.0
u1r40gb,52.40450328942182,9.877771992933704,2017,7,6,14,u1r40g,-1.0
u1qcvnd,52.375072558369425,9.715332050811398,2017,7,4,0,u1qcvn,165.0
u1qcunz,52.37649308771947,9.678805162108734,2017,5,5,14,u1qcun,202.0
u1r18p0,52.334626186020905,9.844750056843127,2017,7,3,5,u1r18p,869.0
u1qczhh,52.36145182763029,9.80601666990828,2018,7,4,7,u1qczh,1101.0
u1qcuej,52.356571264267274,9.697863227311153,2018,3,7,2,u1qcue,158.0
u1r40wk,52.418160701980646,9.872077051552855,2017,8,5,2,u1r40w,-1.0
u1qcvtx,52.369362019935465,9.744270512890928,2019,5,2,5,u1qcvt,165.0
u1qfh1t,52.391064464383604,9.67602759183638,2018,7,7,14,u1qfh1,1340.0
u1qcssc,52.32126108050446,9.691786342305072,2018,7,1,13,u1qcss,-1.0
u1qcvph,52.37843719218418,9.717929885423857,2019,3,3,14,u1qcvp,165.0
u1qczj1,52.36684885442578,9.802148559961962,2019,2,5,18,u1qczj,-1.0
u1qczu0,52.3615250552981,9.83293694798393,2018,12,5,21,u1qczu,1190.0
u1qcvsg,52.365182308942735,9.739204516254702,2018,8,6,18,u1qcvs,165.0
u1qfp4z,52.39802186835214,9.809837532072867,2018,5,5,8,u1qfp4,2044.0
u1r1br9,52.38107188715861,9.856454655385653,2017,2,7,17,u1r1br,2257.0
u1qfqfc,52.44246345037929,9.79103085827834,2018,8,4,5,u1qfqf,-1.0
u1qcz0n,52.33985357799502,9.80913848960347,2017,1,1,7,u1qcz0,838.0
u1qfpc5,52.38917136494288,9.837861519653543,2018,10,4,18,u1qfpc,2067.0
u1qcyyj,52.372132533661784,9.79640057532938,2017,8,4,2,u1qcyy,1062.0
u1qcxyw,52.33159833835818,9.84167972876642,2017,4,7,8,u1qcxy,869.0
u1qfjzj,52.42202082112653,9.752303081292483,2019,4,7,19,u1qfjz,1800.0
u1qf5rg,52.426402818102275,9.639541558741408,2019,1,4,7,u1qf5r,-1.0
u1r40r3,52.42309875469331,9.856190175435856,2018,8,7,17,u1r40r,-1.0
u1qfpn0,52.41686049536818,9.800032807078788,2018,7,3,17,u1qfpn,1919.0
u1qcyrb,52.38261077395544,9.767974640237009,2019,1,7,11,u1qcyr,1033.0
u1qcu81,52.34011589457342,9.691515965388572,2018,6,2,13,u1qcu8,130.0
u1qcvck,52.34643881747692,9.750964558909304,2019,5,7,4,u1qcvc,402.0
u1qcy5t,52.358516432376454,9.7640439653379,2017,2,6,17,u1qcy5,165.0
u1qcwmd,52.32565425570573,9.770885503132948,2018,12,2,17,u1qcwm,741.0
u1qfjp9,52.42421902534722,9.713299364820267,2018,6,1,10,u1qfjp,1746.0
u1qfkbq,52.428246060145064,9.709255440599406,2018,4,2,20,u1qfkb,1499.0
u1qf4gr,52.40130301482691,9.622773384870756,2018,9,2,19,u1qf4g,-1.0
u1qcgff,52.35403539407356,9.661034190080882,2017,9,1,20,u1qcgf,3.0
u1qcyjc,52.37087919304754,9.758161635784953,2019,5,2,3,u1qcyj,165.0
u1qczg1,52.356238497179305,9.8354063439369,2017,5,1,23,u1qczg,1144.0
u1qfn3s,52.39171166422125,9.773402514247794,2018,2,6,1,u1qfn3,-1.0
u1qcv9p,52.34493329696078,9.743970281445261,2018,1,4,16,u1qcv9,-1.0
u1qfr1k,52.434828625821325,9.805495520921609,2017,3,4,14,u1qfr1,2191.0
u1qfqdq,52.439651428803955,9.786464631370562,2018,1,5,6,u1qfqd,-1.0
u1qcwwb,52.332032652012394,9.778050831965075,2017,7,7,7,u1qcww,756.0
u1qcxu9,52.31994505391616,9.835048423798176,2018,3,5,14,u1qcxu,-1.0
u1qfhyj,52.41640332100288,9.708422198477964,2018,5,3,18,u1qfhy,1454.0
u1r187g,52.31614849903948,9.859915049612594,2017,3,7,17,u1r187,-1.0
u1qf5hu,52.409665385205486,9.630206894430568,2018,3,4,11,u1qf5h,1241.0
u1r40yt,52.41893142821992,9.88420614371686,2018,1,5,8,u1r40y,-1.0
u1qfp0q,52.384427926073634,9.808937822418466,2018,1,7,9,u1qfp0,1174.0
u1qcucf,52.34851175498967,9.704913753779977,2017,10,1,3,u1qcuc,161.0
u1qfngx,52.40205373427344,9.798532492625172,2017,3,5,1,u1qfng,2035.0
u1qcxuv,52.32163830123567,9.839635076710024,2019,5,5,20,u1qcxu,2212.0
u1r40eb,52.40370088072712,9.86586144951816,2018,5,3,6,u1r40e,2301.0
u1qczf5,52.351060490159846,9.837478123406378,2018,6,5,15,u1qczf,1143.0
u1qfpqm,52.418316601450464,9.818452505193447,2017,9,4,20,u1qfpq,2126.0
u1r41h2,52.40709511531042,9.887997082882123,2017,7,2,1,u1r41h,-1.0
u1r1b91,52.34501606280117,9.86719315707839,2017,4,5,5,u1r1b9,-1.0
u1qcv82,52.34087823442727,9.734668312317359,2018,12,4,15,u1qcv8,-1.0
u1qcygm,52.35708872172269,9.796113733799338,2019,1,5,6,u1qcyg,956.0
u1r18kj,52.31752098658507,9.862457180837302,2018,10,1,18,u1r18k,-1.0
u1qfjpj,52.422191038960285,9.719749431692588,2018,4,7,6,u1qfjp,1747.0
u1qcy1z,52.34964816128755,9.765829707098064,2018,9,3,18,u1qcy1,905.0
u1qcyfv,52.35440092471068,9.796861734931387,2018,5,6,17,u1qcyf,961.0
u1qfhgj,52.40059212528274,9.709165628911828,2018,4,5,23,u1qfhg,1408.0
u1r1bpt,52.38104094504735,9.851829709650211,2017,8,7,0,u1r1bp,-1.0
u1qcgfu,52.354806598356504,9.66269287400892,2019,4,2,0,u1qcgf,5.0
u1r400c,52.3880295188519,9.845378449862695,2017,12,3,9,u1r400,2269.0
u1qczbz,52.34384374670112,9.842646490590251,2017,7,5,21,u1qczb,1127.0
u1qcskk,52.31946455993361,9.685106757588093,2017,1,1,4,u1qcsk,-1.0
u1qfh49,52.39714498608213,9.669762204477337,2019,3,4,4,u1qfh4,1351.0
u1qfptu,52.41563193003206,9.828159091094305,2019,1,5,16,u1qfpt,2133.0
u1qcgsj,52.36168513637932,9.653278289165012,2019,1,3,18,u1qcgs,-1.0
u1qcwvc,52.327741731618346,9.790438910026944,2017,5,2,17,u1qcwv,792.0
u1qcxkr,52.31876836492389,9.821301433507056,2018,10,7,16,u1qcxk,830.0
u1qf7b4,52.42717321775241,9.660617718058736,2017,3,1,23,u1qf7b,1333.0
u1qcu54,52.355470454229156,9.671972257793326,2017,3,6,22,u1qcu5,105.0
u1r41he,52.40886060355109,9.892724524277398,2018,12,5,12,u1r41h,2341.0
u1qfpub,52.410275653526256,9.832770914397708,2019,2,4,23,u1qfpu,2135.0
u1qfh2b,52.38821799877646,9.679137818934924,2018,7,4,1,u1qfh2,1341.0
u1qf4d6,52.39578028235396,9.605039467878944,2017,4,6,7,u1qf4d,1194.0
u1qfpnh,52.41672303346029,9.80609935385589,2018,6,7,0,u1qfpn,2119.0
u1qcuk9,52.364625444413655,9.681520726378864,2017,6,7,19,u1qcuk,184.0
u1qcv78,52.35924326704868,9.724207705851626,2018,5,2,2,u1qcv7,165.0
u1qcv3k,52.34636865549956,9.72922639883955,2018,12,3,4,u1qcv3,357.0
u1qcx7x,52.3148209610786,9.821748179484148,2017,4,7,21,u1qcx7,812.0
u1qfjpp,52.422566587580135,9.722409514847707,2018,2,1,14,u1qfjp,1747.0
u1qf5ne,52.41914200343936,9.628846139138592,2017,12,5,21,u1qf5n,1234.0
u1qcun7,52.37429840778104,9.67318268644507,2017,12,1,21,u1qcun,193.0
u1qfpfk,52.3960131012644,9.838350234516724,2018,8,4,11,u1qfpf,2090.0
u1qfp5n,52.39969925623433,9.8090380517628,2017,6,4,18,u1qfp5,2044.0
u1qfj4e,52.39722808922689,9.716407980582025,2018,9,1,7,u1qfj4,165.0
u1qfpt5,52.41076866393492,9.827023918778425,2017,8,6,3,u1qfpt,2130.0
u1qfhev,52.40378478891776,9.696930360292306,2018,6,3,18,u1qfhe,1402.0
u1qfj7p,52.4001659161746,9.733214581968587,2017,10,1,4,u1qfj7,165.0
u1qfh16,52.39093098387578,9.671193618173742,2018,9,3,11,u1qfh1,-1.0
u1qcg7z,52.36057782134197,9.645101795336645,2018,4,4,0,u1qcg7,-1.0
u1qczj7,52.36802211405266,9.805222166792626,2017,1,2,1,u1qczj,1150.0
u1qfjm1,52.41108296500234,9.724994295800546,2019,3,6,15,u1qfjm,1740.0
u1qfj9v,52.39255070558092,9.741796684143207,2017,9,4,12,u1qfj9,165.0
u1qctn7,52.330500831907436,9.716167178679488,2018,11,1,21,u1qctn,63.0
u1qfnnu,52.42071519395354,9.762172122885039,2019,4,1,15,u1qfnn,1938.0
u1r1by9,52.37546537102707,9.878234677733733,2019,3,3,19,u1r1by,-1.0
u1qfqbd,52.43007058775538,9.792932680806157,2017,11,3,11,u1qfqb,2185.0
u1r415r,52.40132365889443,9.898257112230533,2019,2,4,8,u1r415,2336.0
u1r1bq1,52.372301414487495,9.856805886968358,2018,11,1,20,u1r1bq,2237.0
u1qcvf4,52.35010009274607,9.748504193358524,2019,5,7,8,u1qcvf,402.0
u1r415x,52.40287879388731,9.89855894214969,2017,3,4,23,u1r415,2336.0
u1qczm0,52.36724235615874,9.811843903999938,2019,3,6,13,u1qczm,1151.0
u1qcvtp,52.367298285187395,9.744488182557452,2018,10,1,0,u1qcvt,165.0
u1qfpve,52.414293584564454,9.83750140368691,2018,11,2,20,u1qfpv,2139.0
u1r40vn,52.41097134461539,9.885792552089688,2019,1,5,12,u1r40v,-1.0
u1r1b2p,52.33918510791347,9.864382959054778,2018,3,4,8,u1r1b2,2221.0
u1qf5nz,52.42001284052748,9.634506054062632,2017,12,4,3,u1qf5n,1234.0
u1qcvfj,52.351052242542494,9.751795309578554,2018,8,1,2,u1qcvf,402.0
u1qcux8,52.38053781993416,9.690758969086072,2017,10,1,8,u1qcux,283.0
u1qf5gw,52.40287117848958,9.66535781098166,2017,4,4,3,u1qf5g,1237.0
u1r41hf,52.40970920311803,9.890576628889793,2017,11,5,21,u1r41h,-1.0
u1qfpmk,52.411661384241455,9.817246533512119,2017,10,1,20,u1qfpm,2113.0
u1qctns,52.33075998170208,9.71804642863194,2017,2,6,14,u1qctn,63.0
u1qfqcs,52.43583561373334,9.795516042588924,2018,4,3,19,u1qfqc,2188.0
u1qcxn1,52.32920652533619,9.801232258319404,2018,11,1,6,u1qcxn,837.0
u1qcxpe,52.33663403777526,9.804824038307157,2018,5,5,23,u1qcxp,842.0
u1qcvzy,52.3827989792671,9.753683516504557,2017,7,6,14,u1qcvz,165.0
u1qcvz0,52.37743870189691,9.746095930217628,2017,8,4,7,u1qcvz,165.0
u1qcv3q,52.34573710525933,9.731842814176344,2018,1,4,19,u1qcv3,357.0
u1qfhm3,52.412154192310716,9.681578881208324,2019,1,4,18,u1qfhm,1427.0
u1r41n8,52.41986115126147,9.888476175572418,2017,3,3,9,u1r41n,-1.0
u1qcuhh,52.36108726195588,9.674592982468557,2018,1,3,15,u1qcuh,115.0
u1qfp5q,52.4009799331521,9.808268320074433,2018,5,4,17,u1qfp5,2035.0
u1qfnhd,52.40856296080279,9.75982818202665,2017,1,6,10,u1qfnh,1920.0
u1qfhrv,52.42544992684915,9.686899516424667,2017,7,2,7,u1qfhr,1442.0
u1qfjqq,52.417184935398616,9.73231603774616,2018,5,1,15,u1qfjq,165.0
u1qfqbk,52.428137217309676,9.794642693084509,2017,3,6,1,u1qfqb,2185.0
u1qfhqb,52.41996615309949,9.679186689761323,2017,4,1,11,u1qfhq,1423.0
u1qcu7p,52.3562380174652,9.688781002266897,2018,6,7,17,u1qcu7,122.0
u1qfhvp,52.41047787845702,9.710950496193748,2017,1,7,1,u1qfhv,165.0
u1qfjs0,52.40575608823345,9.734182603172203,2018,10,2,15,u1qfjs,165.0
u1qf5rv,52.42657774518728,9.641959157611566,2017,4,3,8,u1qf5r,1273.0
u1qcyzj,52.377794516076285,9.796496031266136,2018,11,3,22,u1qcyz,1082.0
u1qfhxx,52.42444278854225,9.700661055536038,2018,10,2,13,u1qfhx,1498.0
u1r41k8,52.40876726299046,9.89998985911584,2017,5,5,1,u1r41k,2341.0
u1r1byd,52.37571165152524,9.879705016321443,2018,2,3,0,u1r1by,-1.0
u1qfhez,52.40364939679512,9.699569323005916,2017,4,1,10,u1qfhe,165.0
u1r1b4y,52.35438088435174,9.85325863950284,2019,5,6,13,u1r1b4,2226.0
u1qcz2b,52.343078432308225,9.810871838628499,2017,11,7,13,u1qcz2,1088.0
u1qfnm1,52.41138697574771,9.768596504345062,2017,7,6,6,u1qfnm,1927.0
u1qfpj5,52.41106694532982,9.804353714248126,2017,12,7,0,u1qfpj,1919.0
u1qfpnw,52.41988614592018,9.809386958628211,2017,2,3,19,u1qfpn,2124.0
u1qfncy,52.39358524771318,9.797651886637171,2018,3,3,0,u1qfnc,1849.0
u1r40pw,52.4241271664309,9.85265088806347,2019,3,7,3,u1r40p,-1.0
u1qf72n,52.4280203559752,9.644382348632409,2017,2,1,13,u1qf72,1273.0
u1qcxqb,52.33236583034251,9.811348903831004,2017,10,1,22,u1qcxq,838.0
u1qfhpe,52.42485906712339,9.673113293734053,2017,2,5,11,u1qfhp,-1.0
u1qfq3w,52.43512771969159,9.775994834257428,2018,11,1,20,u1qfq3,-1.0
u1qf4yc,52.42101268080484,9.615194138780836,2018,2,5,16,u1qf4y,1205.0
u1qctzb,52.33791422378486,9.745453429073764,2017,3,7,22,u1qctz,84.0
u1qfh00,52.38376212234185,9.668821605266814,2018,11,6,6,u1qfh0,1215.0
u1qczpz,52.38195173646797,9.810576250287044,2018,8,6,17,u1qczp,1174.0
u1qcy35,52.34548377647074,9.770978253967801,2019,4,2,7,u1qcy3,903.0
u1qcv48,52.353713223464794,9.712129136530391,2018,7,5,1,u1qcv4,165.0
u1r41e6,52.40091660942977,9.913392103815301,2017,2,7,4,u1r41e,-1.0
u1qcxgr,52.31326185620322,9.842884092504072,2017,10,2,2,u1qcxg,-1.0
u1qcy9b,52.348969198091794,9.777889941281472,2017,10,6,17,u1qcy9,942.0
